,Unnamed: 0,datetime_local,cloud_cover,apparent_temperature,temperature,humidity,dew_point,wind_bearing,wind_speed,wind_gust,pressure,uv_index,ozone,precip_intensity,precip_probability,visibility,icon,summary
318,318,2019-10-14 06:00:00,0.48,23.61,24,1,16.15,132,1.09,2.14,1012.73,0,271.8,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
319,319,2019-10-14 07:00:00,0.73,24.33,24,1,16.47,128,1.43,2.84,1012.94,0,272.6,0.0,0.0,16.09,partly-cloudy-day,Mostly Cloudy
320,320,2019-10-14 08:00:00,0.94,25.67,26,1,16.75,121,1.77,3.53,1013.13,1,273.5,0.0,0.0,16.09,cloudy,Overcast
321,321,2019-10-14 09:00:00,1.0,28.06,28,1,16.52,122,1.9,3.54,1013.49,2,274.2,0.0,0.0,16.09,cloudy,Overcast
322,322,2019-10-14 10:00:00,0.94,30.12,30,0,15.87,131,1.83,2.89,1013.52,3,274.6,0.0,0.0,16.09,cloudy,Overcast
323,323,2019-10-14 11:00:00,0.8,32.49,32,0,15.37,124,1.71,2.02,1013.47,5,276.2,0.0,0.0,16.09,partly-cloudy-day,Mostly Cloudy
324,324,2019-10-14 12:00:00,0.61,34.01,34,0,14.76,92,1.76,1.76,1013.04,6,277.8,0.0,0.0,16.09,partly-cloudy-day,Mostly Cloudy
325,325,2019-10-14 13:00:00,0.34,34.94,35,0,13.62,46,2.01,2.04,1012.06,6,277.9,0.0,0.0,16.09,partly-cloudy-day,Partly Cloudy
326,326,2019-10-14 14:00:00,0.08,35.36,35,0,12.48,3,2.28,2.41,1011.04,6,277.9,0.0,0.0,16.09,clear-day,Clear
327,327,2019-10-14 15:00:00,0.0,35.56,36,0,11.69,345,2.42,2.58,1010.31,4,277.8,0.0,0.0,16.09,clear-day,Clear
328,328,2019-10-14 16:00:00,0.0,35.5,36,0,11.62,352,2.46,2.6,1009.86,2,277.5,0.0,0.0,16.09,clear-day,Clear
329,329,2019-10-14 17:00:00,0.0,34.71,35,0,11.74,7,2.49,2.65,1009.61,0,277.2,0.0,0.0,16.09,clear-day,Clear
330,330,2019-10-14 18:00:00,0.0,33.53,34,0,12.76,23,2.47,2.61,1010.19,0,276.3,0.0,0.0,16.09,clear-night,Clear
331,331,2019-10-14 19:00:00,0.0,31.71,32,0,13.74,37,2.54,2.81,1011.07,0,275.7,0.0,0.0,16.09,clear-night,Clear
332,332,2019-10-14 20:00:00,0.0,29.91,30,0,13.37,48,2.74,3.4,1011.5,0,276.0,0.0,0.0,16.09,clear-night,Clear
333,333,2019-10-14 21:00:00,0.0,28.54,29,0,13.5,62,2.9,4.36,1012.13,0,275.6,0.0,0.0,16.09,clear-night,Clear
334,334,2019-10-14 22:00:00,0.0,27.57,28,0,14.15,78,3.04,5.75,1012.36,0,274.8,0.0,0.0,16.09,clear-night,Clear
335,335,2019-10-14 23:00:00,0.0,26.69,27,0,14.78,94,3.2,7.09,1012.58,0,273.3,0.0,0.0,16.09,clear-night,Clear
336,336,2019-10-15 00:00:00,0.0,25.95,26,1,15.1,109,3.17,7.34,1012.76,0,272.3,0.0,0.0,16.09,clear-night,Clear
337,337,2019-10-15 01:00:00,0.0,25.32,25,1,15.29,126,2.84,6.27,1012.22,0,272.3,0.0,0.0,16.09,clear-night,Clear
338,338,2019-10-15 02:00:00,0.0,24.69,25,1,15.41,137,2.46,4.99,1011.59,0,272.5,0.0,0.0,16.09,clear-night,Clear
339,339,2019-10-15 03:00:00,0.0,23.8,24,1,15.46,125,2.2,4.2,1011.33,0,272.6,0.0,0.0,16.09,clear-night,Clear
340,340,2019-10-15 04:00:00,0.0,22.76,23,1,15.4,93,2.03,3.87,1011.37,0,272.5,0.0,0.0,16.09,clear-night,Clear
341,341,2019-10-15 05:00:00,0.0,22.1,22,1,15.38,52,1.9,3.66,1011.52,0,273.1,0.0,0.0,16.09,clear-night,Clear
342,342,2019-10-15 06:00:00,0.0,23.14,23,1,16.19,56,1.86,3.44,1011.96,0,273.2,0.0,0.0,16.09,clear-night,Clear
343,343,2019-10-15 07:00:00,0.0,24.61,24,1,17.17,94,1.97,3.69,1012.71,0,273.0,0.0,0.0,16.09,clear-day,Clear
344,344,2019-10-15 08:00:00,0.0,25.73,26,1,17.43,121,2.12,4.23,1013.38,1,273.4,0.0,0.0,16.09,clear-day,Clear
345,345,2019-10-15 09:00:00,0.0,28.27,28,1,17.03,155,2.1,4.19,1013.71,3,273.2,0.0,0.0,16.09,clear-day,Clear
346,346,2019-10-15 10:00:00,0.0,30.51,31,0,15.98,198,1.93,3.61,1013.8,5,272.4,0.0,0.0,16.09,clear-day,Clear
347,347,2019-10-15 11:00:00,0.0,33.25,33,0,14.79,225,1.77,2.99,1013.92,7,273.0,0.0,0.0,16.09,clear-day,Clear
348,348,2019-10-15 12:00:00,0.0,35.01,35,0,13.41,185,1.75,2.41,1013.55,8,274.2,0.0,0.0,16.09,clear-day,Clear
349,349,2019-10-15 13:00:00,0.0,35.85,36,0,11.56,94,1.85,1.98,1012.57,7,274.0,0.0,0.0,16.09,clear-day,Clear
350,350,2019-10-15 14:00:00,0.0,35.75,36,0,9.88,6,1.96,1.96,1011.71,6,274.0,0.0,0.0,16.09,clear-day,Clear
351,351,2019-10-15 15:00:00,0.0,35.43,35,0,8.79,321,2.02,2.02,1011.17,4,274.1,0.0,0.0,16.09,clear-day,Clear
352,352,2019-10-15 16:00:00,0.0,35.66,36,0,8.36,333,2.06,2.14,1010.98,2,274.5,0.0,0.0,16.09,clear-day,Clear
353,353,2019-10-15 17:00:00,0.0,35.19,35,0,8.2,1,2.07,2.35,1011.13,0,274.7,0.0,0.0,16.09,clear-day,Clear
354,354,2019-10-15 18:00:00,0.0,33.89,34,0,9.86,33,2.16,2.76,1011.58,0,274.1,0.0,0.0,16.09,clear-night,Clear
355,355,2019-10-15 19:00:00,0.0,31.85,32,0,11.53,58,2.12,3.16,1011.95,0,273.1,0.0,0.0,16.09,clear-night,Clear
356,356,2019-10-15 20:00:00,0.0,29.77,30,0,11.36,66,1.94,3.47,1011.94,0,272.3,0.0,0.0,16.09,clear-night,Clear
357,357,2019-10-15 21:00:00,0.0,28.25,28,0,11.78,65,1.89,4.28,1011.98,0,271.6,0.0,0.0,16.09,clear-night,Clear
358,358,2019-10-15 22:00:00,0.0,27.2,27,0,12.72,37,1.95,5.59,1012.21,0,271.1,0.0,0.0,16.09,clear-night,Clear
359,359,2019-10-15 23:00:00,0.0,26.2,26,0,13.69,325,2.05,6.83,1012.45,0,270.5,0.0,0.0,16.09,clear-night,Clear
360,360,2019-10-16 00:00:00,0.0,25.34,25,0,13.88,347,2.14,7.12,1012.66,0,270.3,0.0,0.0,16.09,clear-night,Clear
361,361,2019-10-16 01:00:00,0.0,24.67,25,1,14.54,47,2.18,6.37,1012.37,0,270.5,0.0,0.0,16.09,clear-night,Clear
362,362,2019-10-16 02:00:00,0.0,23.95,24,1,15.0,69,2.21,5.41,1012.16,0,270.9,0.0,0.0,16.09,clear-night,Clear
363,363,2019-10-16 03:00:00,0.0,23.06,23,1,15.24,80,2.25,4.79,1012.11,0,271.7,0.0,0.0,16.09,clear-night,Clear
364,364,2019-10-16 04:00:00,0.0,22.29,22,1,15.18,87,2.34,4.5,1012.51,0,272.8,0.0,0.0,16.09,clear-night,Clear
365,365,2019-10-16 05:00:00,0.0,22.01,22,1,15.77,85,2.24,3.95,1013.26,0,274.3,0.0,0.0,16.09,clear-night,Clear
366,366,2019-10-16 06:00:00,0.0,22.73,23,1,16.57,130,2.04,3.89,1013.87,0,275.3,0.0,0.0,16.09,clear-night,Clear
367,367,2019-10-16 07:00:00,0.0,23.6,23,1,16.91,159,2.29,4.86,1014.18,0,275.4,0.0,0.0,16.09,clear-day,Clear
368,368,2019-10-16 08:00:00,0.0,24.79,25,1,17.02,127,2.75,5.68,1014.4,1,275.2,0.0,0.0,16.09,clear-day,Clear
369,369,2019-10-16 09:00:00,0.0,27.54,27,1,16.73,118,2.77,5.38,1014.68,3,275.1,0.0,0.0,16.09,clear-day,Clear
370,370,2019-10-16 10:00:00,0.0,30.07,30,0,16.24,131,2.46,3.93,1014.52,5,275.0,0.0,0.0,16.09,clear-day,Clear
371,371,2019-10-16 11:00:00,0.0,33.02,33,0,15.67,145,2.21,2.63,1014.19,7,275.6,0.0,0.0,16.09,clear-day,Clear
372,372,2019-10-16 12:00:00,0.0,34.98,35,0,14.85,125,2.12,2.15,1013.71,8,276.0,0.0,0.0,16.09,clear-day,Clear
373,373,2019-10-16 13:00:00,0.0,35.85,36,0,13.57,70,2.06,2.06,1012.65,7,275.3,0.0,0.0,16.09,clear-day,Clear
374,374,2019-10-16 14:00:00,0.0,35.75,36,0,12.27,16,2.02,2.02,1011.51,6,274.6,0.01,0.01,16.09,clear-day,Clear
375,375,2019-10-16 15:00:00,0.0,35.47,35,0,11.44,351,2.06,2.06,1010.81,4,274.5,0.01,0.01,16.09,clear-day,Clear
376,376,2019-10-16 16:00:00,0.0,35.73,36,0,11.25,0,2.19,2.2,1010.51,2,274.7,0.0,0.0,16.09,clear-day,Clear
377,377,2019-10-16 17:00:00,0.0,35.31,35,0,11.09,18,2.3,2.33,1010.11,0,275.0,0.0,0.0,16.09,clear-day,Clear
378,378,2019-10-16 18:00:00,0.0,33.69,34,0,13.27,27,2.41,3.09,1010.56,0,274.0,0.0,0.0,16.09,clear-night,Clear
379,379,2019-10-16 19:00:00,0.0,31.43,31,0,15.34,33,2.52,4.55,1011.81,0,272.8,0.0,0.0,16.09,clear-night,Clear
380,380,2019-10-16 20:00:00,0.0,29.6,30,0,14.9,46,2.58,5.83,1012.28,0,272.8,0.0,0.0,16.09,clear-night,Clear
381,381,2019-10-16 21:00:00,0.0,28.28,28,0,15.04,62,2.63,6.59,1012.43,0,272.8,0.0,0.0,16.09,clear-night,Clear
382,382,2019-10-16 22:00:00,0.0,27.64,27,0,15.38,81,2.64,6.8,1012.63,0,272.9,0.0,0.0,16.09,clear-night,Clear
383,383,2019-10-16 23:00:00,0.0,27.13,27,1,15.58,99,2.66,6.92,1012.98,0,273.3,0.0,0.0,16.09,clear-night,Clear
384,384,2019-10-17 00:00:00,0.0,25.95,26,1,15.64,108,2.65,6.65,1013.18,0,273.3,0.0,0.0,16.09,clear-night,Clear
385,385,2019-10-17 01:00:00,0.0,25.4,25,1,15.66,108,2.59,5.72,1012.95,0,272.6,0.0,0.0,16.09,clear-night,Clear
386,386,2019-10-17 02:00:00,0.0,24.85,25,1,15.6,105,2.54,4.75,1012.77,0,271.9,0.0,0.0,16.09,clear-night,Clear
387,387,2019-10-17 03:00:00,0.0,24.03,24,1,15.48,105,2.53,4.24,1012.6,0,271.6,0.0,0.0,16.09,clear-night,Clear
388,388,2019-10-17 04:00:00,0.0,23.2,23,1,15.21,105,2.59,4.16,1012.22,0,271.9,0.0,0.0,16.09,clear-night,Clear
389,389,2019-10-17 05:00:00,0.0,23.16,23,1,15.9,107,2.62,4.18,1012.08,0,271.9,0.0,0.0,16.09,clear-night,Clear
390,390,2019-10-17 06:00:00,0.0,23.98,24,1,16.93,118,3.06,4.37,1012.78,0,271.9,0.0,0.0,16.09,clear-night,Clear
391,391,2019-10-17 07:00:00,0.0,24.83,25,1,17.13,128,3.56,4.81,1013.57,0,272.1,0.0,0.0,16.09,clear-day,Clear
392,392,2019-10-17 08:00:00,0.0,25.96,26,1,17.08,134,3.65,5.16,1014.03,1,272.2,0.0,0.0,16.09,clear-day,Clear
393,393,2019-10-17 09:00:00,0.0,28.33,28,1,16.67,148,3.73,5.0,1014.12,3,272.3,0.0,0.0,16.09,clear-day,Clear
394,394,2019-10-17 10:00:00,0.0,30.57,31,0,16.03,170,3.85,4.35,1014.07,5,272.2,0.0,0.0,16.09,clear-day,Clear
395,395,2019-10-17 11:00:00,0.0,33.02,33,0,15.25,177,3.89,3.89,1014.0,7,272.9,0.0,0.0,16.09,clear-day,Clear
396,396,2019-10-17 12:00:00,0.0,34.7,35,0,14.03,151,3.35,3.37,1013.23,8,273.5,0.02,0.01,16.09,clear-day,Clear
397,397,2019-10-17 13:00:00,0.0,35.59,36,0,12.18,109,2.1,2.46,1011.81,7,273.1,0.08,0.01,16.09,clear-day,Clear
398,398,2019-10-17 14:00:00,0.0,35.5,36,0,10.63,288,0.94,1.79,1010.7,6,272.7,0.17,0.01,16.09,clear-day,Clear
399,399,2019-10-17 15:00:00,0.03,34.63,35,0,10.36,242,0.65,1.47,1010.18,3,273.0,0.16,0.01,16.09,clear-day,Clear
400,400,2019-10-17 16:00:00,0.1,33.58,34,0,11.35,68,1.19,1.6,1010.23,1,273.9,0.07,0.01,16.09,clear-day,Clear
401,401,2019-10-17 17:00:00,0.18,31.9,32,0,12.46,106,1.94,2.2,1010.66,0,274.9,0.0,0.0,16.09,partly-cloudy-day,Partly Cloudy
402,402,2019-10-17 18:00:00,0.21,30.87,31,0,12.99,106,2.2,2.62,1010.98,0,275.2,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
403,403,2019-10-17 19:00:00,0.19,29.59,30,0,13.26,100,2.27,3.06,1011.54,0,275.2,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
404,404,2019-10-17 20:00:00,0.16,27.79,28,0,13.66,118,2.54,3.87,1011.98,0,275.6,0.01,0.01,16.09,partly-cloudy-night,Partly Cloudy
405,405,2019-10-17 21:00:00,0.14,26.59,27,0,14.07,128,2.61,4.7,1012.25,0,275.9,0.01,0.01,16.09,partly-cloudy-night,Partly Cloudy
406,406,2019-10-17 22:00:00,0.11,25.89,26,1,14.58,132,2.49,5.6,1012.12,0,275.9,0.0,0.0,16.09,clear-night,Clear
407,407,2019-10-17 23:00:00,0.08,25.39,25,1,14.97,131,2.37,6.38,1011.85,0,276.3,0.0,0.0,16.09,clear-night,Clear
408,408,2019-10-18 00:00:00,0.06,24.65,25,1,14.81,115,2.38,7.06,1011.79,0,276.6,0.0,0.0,16.09,clear-night,Clear
409,409,2019-10-18 01:00:00,0.03,24.2,24,1,14.9,109,2.74,7.74,1011.76,0,276.3,0.0,0.0,16.09,clear-night,Clear
410,410,2019-10-18 02:00:00,0.01,23.89,24,1,15.25,113,3.19,8.22,1011.56,0,275.9,0.0,0.0,16.09,clear-night,Clear
411,411,2019-10-18 03:00:00,0.0,23.03,23,1,15.2,113,3.33,8.34,1011.37,0,275.7,0.0,0.0,16.09,clear-night,Clear
412,412,2019-10-18 04:00:00,0.0,22.01,22,1,15.12,120,3.26,8.14,1010.93,0,275.7,0.0,0.0,16.09,clear-night,Clear
413,413,2019-10-18 05:00:00,0.0,21.92,22,1,15.52,125,3.13,7.21,1010.89,0,275.3,0.0,0.0,16.09,clear-night,Clear
414,414,2019-10-18 06:00:00,0.0,22.69,23,1,16.25,112,3.3,6.48,1012.22,0,275.3,0.0,0.0,16.09,clear-night,Clear
415,415,2019-10-18 07:00:00,0.0,23.13,23,1,16.69,77,3.73,6.63,1013.67,0,276.1,0.08,0.01,16.09,clear-day,Clear
416,416,2019-10-18 08:00:00,0.0,23.89,24,1,16.79,29,4.05,6.68,1014.4,1,277.0,0.19,0.01,16.09,clear-day,Clear
417,417,2019-10-18 09:00:00,0.0,25.35,25,1,16.72,9,4.09,6.23,1014.88,2,277.4,0.19,0.01,16.09,clear-day,Clear
418,418,2019-10-18 10:00:00,0.0,27.77,27,1,16.55,47,3.87,5.28,1015.13,5,277.4,0.08,0.01,16.09,clear-day,Clear
419,419,2019-10-18 11:00:00,0.0,29.28,29,0,16.29,92,3.63,4.25,1014.99,6,277.3,0.0,0.0,16.09,clear-day,Clear
420,420,2019-10-18 12:00:00,0.0,30.45,30,0,15.92,118,3.64,3.73,1014.4,7,276.8,0.0,0.0,16.09,clear-day,Clear
421,421,2019-10-18 13:00:00,0.02,31.56,32,0,15.32,131,3.87,3.87,1013.24,7,276.1,0.0,0.0,16.09,clear-day,Clear
422,422,2019-10-18 14:00:00,0.03,32.56,33,0,14.56,139,4.06,4.06,1012.01,5,275.3,0.0,0.0,16.09,clear-day,Clear
423,423,2019-10-18 15:00:00,0.11,33.18,33,0,13.82,137,3.99,3.99,1011.09,3,274.9,0.0,0.0,16.09,clear-day,Clear
424,424,2019-10-18 16:00:00,0.28,33.55,34,0,13.53,126,3.71,3.73,1010.49,1,274.7,0.0,0.0,16.09,partly-cloudy-day,Partly Cloudy
425,425,2019-10-18 17:00:00,0.44,32.46,32,0,13.53,118,3.35,3.45,1010.2,0,274.6,0.0,0.0,16.09,partly-cloudy-day,Partly Cloudy
426,426,2019-10-18 18:00:00,0.49,30.83,31,0,13.66,112,2.99,3.12,1010.33,0,274.7,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
427,427,2019-10-18 19:00:00,0.44,29.09,29,0,13.84,107,2.59,2.93,1010.75,0,275.1,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
428,428,2019-10-18 20:00:00,0.36,27.49,27,0,14.57,92,2.27,3.17,1012.32,0,275.2,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
429,429,2019-10-18 21:00:00,0.31,26.52,27,1,15.22,78,2.03,2.99,1013.11,0,275.4,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
430,430,2019-10-18 22:00:00,0.25,25.86,26,1,16.46,74,2.93,6.4,1013.11,0,275.3,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
431,431,2019-10-18 23:00:00,0.18,25.16,25,1,17.8,65,4.18,10.54,1013.63,0,275.0,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
432,432,2019-10-19 00:00:00,0.13,24.69,24,1,18.13,60,4.07,10.03,1013.67,0,275.0,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
433,433,2019-10-19 01:00:00,0.07,24.2,24,1,18.25,62,3.22,7.99,1013.85,0,275.0,0.01,0.01,16.09,clear-night,Clear
434,434,2019-10-19 02:00:00,0.03,23.6,23,1,18.16,63,2.43,6.0,1013.83,0,275.2,0.01,0.01,16.09,clear-night,Clear
435,435,2019-10-19 03:00:00,0.01,22.69,22,1,17.81,61,2.14,4.88,1013.76,0,275.4,0.0,0.0,16.09,clear-night,Clear
436,436,2019-10-19 04:00:00,0.01,21.67,21,1,17.25,59,2.23,4.33,1013.94,0,275.5,0.01,0.01,16.09,clear-night,Clear
437,437,2019-10-19 05:00:00,0.01,21.6,21,1,17.09,58,2.44,4.07,1014.3,0,275.8,0.01,0.01,16.09,clear-night,Clear
438,438,2019-10-19 06:00:00,0.0,22.13,22,1,17.14,57,2.74,4.38,1014.76,0,276.5,0.0,0.0,16.09,clear-night,Clear
439,439,2019-10-19 07:00:00,0.0,22.39,22,1,17.07,57,3.14,5.33,1015.43,0,277.7,0.02,0.01,16.09,clear-day,Clear
440,440,2019-10-19 08:00:00,0.0,23.07,23,1,16.96,58,3.44,6.1,1016.05,1,278.8,0.05,0.01,16.09,clear-day,Clear
441,441,2019-10-19 09:00:00,0.0,25.08,25,1,16.66,69,3.65,5.6,1016.41,2,279.0,0.06,0.01,16.09,clear-day,Clear
442,442,2019-10-19 10:00:00,0.0,28.2,28,0,16.21,85,3.38,3.85,1016.52,5,278.6,0.03,0.01,16.09,clear-day,Clear
443,443,2019-10-19 11:00:00,0.0,29.99,30,0,15.83,94,3.07,3.1,1016.35,6,277.7,0.0,0.0,16.09,clear-day,Clear
444,444,2019-10-19 12:00:00,0.0,31.52,32,0,15.21,87,2.85,3.04,1015.9,7,277.1,0.0,0.0,16.09,clear-day,Clear
445,445,2019-10-19 13:00:00,0.0,32.71,33,0,14.01,66,2.21,2.39,1014.87,7,276.9,0.0,0.0,16.09,clear-day,Clear
446,446,2019-10-19 14:00:00,0.0,33.4,33,0,12.62,39,1.74,1.97,1013.66,5,276.8,0.0,0.0,16.09,clear-day,Clear
447,447,2019-10-19 15:00:00,0.0,33.77,34,0,11.0,22,1.69,1.87,1012.88,3,276.8,0.01,0.01,16.09,clear-day,Clear
448,448,2019-10-19 16:00:00,0.0,33.7,34,0,9.71,12,2.05,2.13,1012.37,1,277.1,0.01,0.01,16.09,clear-day,Clear
449,449,2019-10-19 17:00:00,0.02,32.8,33,0,9.19,22,2.69,2.69,1012.36,0,276.6,0.01,0.01,16.09,clear-day,Clear
450,450,2019-10-19 18:00:00,0.08,31.32,31,0,12.07,30,2.84,3.59,1013.19,0,276.3,0.0,0.0,16.09,clear-night,Clear
451,451,2019-10-19 19:00:00,0.18,29.1,29,0,15.17,25,2.91,5.34,1013.96,0,277.5,0.02,0.01,16.09,partly-cloudy-night,Partly Cloudy
452,452,2019-10-19 20:00:00,0.28,27.58,27,0,15.23,22,3.34,6.88,1014.26,0,278.6,0.04,0.01,16.09,partly-cloudy-night,Partly Cloudy
453,453,2019-10-19 21:00:00,0.31,26.13,26,1,15.61,19,3.27,6.43,1014.64,0,279.0,0.04,0.01,16.09,partly-cloudy-night,Partly Cloudy
454,454,2019-10-19 22:00:00,0.27,25.46,25,1,16.1,15,2.63,3.89,1015.06,0,278.7,0.02,0.01,16.09,partly-cloudy-night,Partly Cloudy
455,455,2019-10-19 23:00:00,0.22,25.18,25,1,16.19,6,2.16,2.28,1015.58,0,278.6,0.01,0.01,16.09,partly-cloudy-night,Partly Cloudy
456,456,2019-10-20 00:00:00,0.22,24.74,25,1,15.9,359,2.08,2.21,1015.16,0,278.6,0.01,0.01,16.09,partly-cloudy-night,Partly Cloudy
457,457,2019-10-20 01:00:00,0.28,23.81,24,1,15.69,4,2.09,2.46,1014.79,0,278.4,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
458,458,2019-10-20 02:00:00,0.33,22.79,23,1,15.32,17,2.17,3.03,1014.54,0,278.2,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
459,459,2019-10-20 03:00:00,0.32,21.64,22,1,14.93,45,2.03,3.17,1014.54,0,278.0,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
460,460,2019-10-20 04:00:00,0.27,20.58,21,1,14.7,100,1.67,2.89,1014.31,0,278.0,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
461,461,2019-10-20 05:00:00,0.2,20.45,20,1,14.59,100,1.34,2.56,1014.09,0,278.2,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
462,462,2019-10-20 06:00:00,0.14,21.22,21,1,15.1,5,1.0,2.07,1015.06,0,278.0,0.0,0.0,16.09,partly-cloudy-night,Partly Cloudy
463,463,2019-10-20 07:00:00,0.07,21.65,22,1,15.61,358,0.89,1.92,1016.17,0,278.2,0.0,0.0,16.09,clear-day,Clear
464,464,2019-10-20 08:00:00,0.02,22.24,22,1,15.48,335,1.1,2.25,1016.61,1,279.0,0.0,0.0,16.09,clear-day,Clear
465,465,2019-10-20 09:00:00,0.0,24.0,24,1,15.24,326,1.25,2.41,1016.9,2,279.3,0.0,0.0,16.09,clear-day,Clear
466,466,2019-10-20 10:00:00,0.0,27.18,27,0,14.79,333,1.39,2.48,1016.74,4,279.6,0.0,0.0,16.09,clear-day,Clear
467,467,2019-10-20 11:00:00,0.0,29.63,30,0,14.05,341,1.53,2.39,1016.5,6,277.7,0.0,0.0,16.09,clear-day,Clear
468,468,2019-10-20 12:00:00,0.0,31.55,32,0,12.7,341,1.86,2.53,1015.95,7,275.5,0.0,0.0,16.09,clear-day,Clear
469,469,2019-10-20 13:00:00,0.0,32.83,33,0,10.22,333,2.47,3.16,1014.52,7,275.5,0.0,0.0,16.09,clear-day,Clear
470,470,2019-10-20 14:00:00,0.0,33.04,33,0,7.7,325,3.08,3.77,1013.05,5,275.6,0.0,0.0,16.09,clear-day,Clear
471,471,2019-10-20 15:00:00,0.0,32.78,33,0,6.71,322,3.42,4.05,1012.11,3,275.8,0.0,0.0,16.09,clear-day,Clear
472,472,2019-10-20 16:00:00,0.0,32.91,33,0,6.96,323,3.53,4.05,1011.58,1,276.2,0.0,0.0,16.09,clear-day,Clear
473,473,2019-10-20 17:00:00,0.0,32.0,32,0,9.77,334,3.53,3.73,1012.18,0,276.7,0.0,0.0,16.09,clear-day,Clear
474,474,2019-10-20 18:00:00,0.0,30.48,30,0,12.72,344,3.36,3.36,1013.11,0,277.1,0.0,0.0,16.09,clear-night,Clear
475,475,2019-10-20 19:00:00,0.0,28.6,29,0,13.1,341,2.98,2.98,1013.58,0,277.2,0.0,0.0,16.09,clear-night,Clear
476,476,2019-10-20 20:00:00,0.0,26.8,27,0,13.17,338,2.53,2.65,1014.07,0,277.3,0.0,0.0,16.09,clear-night,Clear
477,477,2019-10-20 21:00:00,0.0,25.52,26,0,13.15,343,2.33,2.69,1014.22,0,277.4,0.0,0.0,16.09,clear-night,Clear
478,478,2019-10-20 22:00:00,0.0,24.61,25,0,13.04,357,2.37,2.85,1014.42,0,277.6,0.0,0.0,16.09,clear-night,Clear
479,479,2019-10-20 23:00:00,0.0,23.86,24,1,12.87,12,2.4,3.0,1014.47,0,277.7,0.0,0.0,16.09,clear-night,Clear
