,Unnamed: 0,datetime_local,cloud_cover,apparent_temperature,temperature,humidity,dew_point,wind_bearing,wind_speed,wind_gust,pressure,uv_index,ozone,precip_intensity,precip_probability,visibility,icon,summary
480,480,2019-10-21 00:00:00,0.0,23.15,23,1,12.46,23,2.27,3.12,1013.95,0,277.4,0.0,0.0,16.09,clear-night,Clear
481,481,2019-10-21 01:00:00,0.0,22.41,22,1,12.06,30,1.96,3.14,1013.36,0,276.9,0.0,0.0,16.09,clear-night,Clear
482,482,2019-10-21 02:00:00,0.0,21.68,22,1,11.87,35,1.59,2.98,1012.96,0,276.5,0.0,0.0,16.09,clear-night,Clear
483,483,2019-10-21 03:00:00,0.0,20.63,21,1,11.77,34,1.31,2.68,1013.02,0,276.2,0.0,0.0,16.09,clear-night,Clear
484,484,2019-10-21 04:00:00,0.0,19.44,19,1,11.85,21,1.09,2.2,1013.32,0,276.3,0.0,0.0,16.09,clear-night,Clear
485,485,2019-10-21 05:00:00,0.0,19.12,19,1,12.01,358,0.95,1.75,1013.43,0,276.4,0.0,0.0,16.09,clear-night,Clear
486,486,2019-10-21 06:00:00,0.0,19.97,20,1,11.9,38,0.96,1.59,1014.15,0,276.3,0.0,0.0,16.09,clear-night,Clear
487,487,2019-10-21 07:00:00,0.0,20.72,21,1,11.89,96,1.04,1.48,1015.1,0,276.4,0.0,0.0,16.09,clear-day,Clear
488,488,2019-10-21 08:00:00,0.0,21.68,22,1,12.06,262,1.15,1.32,1015.45,1,276.5,0.0,0.0,16.09,clear-day,Clear
489,489,2019-10-21 09:00:00,0.0,23.64,24,0,11.94,214,1.31,1.37,1015.47,2,276.3,0.0,0.0,16.09,clear-day,Clear
490,490,2019-10-21 10:00:00,0.0,26.43,26,0,11.46,91,1.55,1.71,1015.25,4,275.9,0.0,0.0,16.09,clear-day,Clear
491,491,2019-10-21 11:00:00,0.0,29.21,29,0,10.54,5,1.76,2.06,1015.09,6,275.0,0.0,0.0,16.09,clear-day,Clear
492,492,2019-10-21 12:00:00,0.0,31.14,31,0,9.21,323,2.19,2.59,1014.51,7,274.3,0.0,0.0,16.09,clear-day,Clear
493,493,2019-10-21 13:00:00,0.0,32.3,32,0,7.47,317,3.01,3.56,1013.02,7,274.3,0.0,0.0,16.09,clear-day,Clear
494,494,2019-10-21 14:00:00,0.0,32.32,32,0,6.13,319,3.77,4.5,1011.58,5,274.5,0.0,0.0,16.09,clear-day,Clear
495,495,2019-10-21 15:00:00,0.0,32.07,32,0,5.74,321,4.08,5.2,1010.65,3,274.7,0.0,0.0,16.09,clear-day,Clear
496,496,2019-10-21 16:00:00,0.0,32.19,32,0,6.05,323,3.94,5.68,1010.31,1,274.9,0.0,0.0,16.09,clear-day,Clear
497,497,2019-10-21 17:00:00,0.0,31.42,31,0,6.85,326,3.61,6.08,1010.73,0,275.7,0.0,0.0,16.09,clear-day,Clear
498,498,2019-10-21 18:00:00,0.0,30.04,30,0,7.65,325,3.12,5.62,1011.0,0,276.4,0.0,0.0,16.09,clear-night,Clear
499,499,2019-10-21 19:00:00,0.0,27.94,28,0,9.61,319,2.57,3.97,1011.23,0,276.4,0.0,0.0,16.09,clear-night,Clear
500,500,2019-10-21 20:00:00,0.0,25.69,26,0,11.26,316,2.02,2.37,1011.45,0,276.5,0.0,0.0,16.09,clear-night,Clear
501,501,2019-10-21 21:00:00,0.0,24.38,24,0,11.2,314,1.72,1.93,1011.41,0,276.4,0.0,0.0,16.09,clear-night,Clear
502,502,2019-10-21 22:00:00,0.0,23.65,24,0,11.24,318,1.83,2.64,1011.45,0,276.4,0.0,0.0,16.09,clear-night,Clear
503,503,2019-10-21 23:00:00,0.0,23.04,23,0,11.24,333,1.99,3.45,1011.39,0,276.2,0.0,0.0,16.09,clear-night,Clear
504,504,2019-10-22 00:00:00,0.0,22.43,22,1,11.76,9,1.96,3.62,1011.31,0,276.2,0.0,0.0,16.09,clear-night,Clear
505,505,2019-10-22 01:00:00,0.0,21.61,22,1,11.64,70,1.66,3.08,1011.26,0,276.2,0.0,0.0,16.09,clear-night,Clear
506,506,2019-10-22 02:00:00,0.0,20.72,21,1,11.43,164,1.31,2.33,1011.18,0,276.1,0.0,0.0,16.09,clear-night,Clear
507,507,2019-10-22 03:00:00,0.0,19.69,20,1,11.17,296,1.22,1.96,1011.03,0,275.9,0.0,0.0,16.09,clear-night,Clear
508,508,2019-10-22 04:00:00,0.0,18.62,19,1,10.89,291,1.39,1.92,1010.99,0,275.4,0.0,0.0,16.09,clear-night,Clear
509,509,2019-10-22 05:00:00,0.0,18.33,18,1,11.52,275,1.55,1.8,1011.09,0,275.3,0.0,0.0,16.09,clear-night,Clear
510,510,2019-10-22 06:00:00,0.0,19.26,19,1,12.56,273,1.68,1.69,1011.78,0,275.6,0.0,0.0,16.09,clear-night,Clear
511,511,2019-10-22 07:00:00,0.0,20.33,20,1,12.77,283,1.69,1.69,1012.45,0,276.1,0.0,0.0,16.09,clear-day,Clear
512,512,2019-10-22 08:00:00,0.0,21.57,22,1,12.64,283,1.64,1.64,1012.33,1,276.5,0.0,0.0,16.09,clear-day,Clear
513,513,2019-10-22 09:00:00,0.0,23.81,24,0,12.39,201,1.84,1.84,1012.25,2,276.7,0.0,0.0,16.09,clear-day,Clear
514,514,2019-10-22 10:00:00,0.0,26.78,27,0,11.9,78,2.25,2.41,1012.03,4,276.4,0.0,0.0,16.09,clear-day,Clear
515,515,2019-10-22 11:00:00,0.0,29.66,30,0,11.35,335,2.72,3.23,1011.57,6,276.1,0.0,0.0,16.09,clear-day,Clear
516,516,2019-10-22 12:00:00,0.0,31.71,32,0,10.38,295,3.29,4.24,1011.06,7,275.1,0.0,0.0,16.09,clear-day,Clear
517,517,2019-10-22 13:00:00,0.0,32.93,33,0,8.7,298,3.95,5.1,1010.28,7,274.5,0.0,0.0,16.09,clear-day,Clear
518,518,2019-10-22 14:00:00,0.0,32.98,33,0,7.23,310,4.43,5.43,1009.17,5,274.9,0.0,0.0,16.09,clear-day,Clear
519,519,2019-10-22 15:00:00,0.0,32.72,33,0,6.54,316,4.43,5.31,1008.47,3,275.1,0.0,0.0,16.09,clear-day,Clear
520,520,2019-10-22 16:00:00,0.0,32.7,33,0,6.47,317,3.97,4.68,1007.79,1,275.1,0.0,0.0,16.09,clear-day,Clear
521,521,2019-10-22 17:00:00,0.0,31.99,32,0,6.68,317,3.42,4.01,1007.27,0,275.1,0.0,0.0,16.09,clear-day,Clear
522,522,2019-10-22 18:00:00,0.0,30.69,31,0,7.33,317,2.85,3.53,1007.53,0,275.8,0.0,0.0,16.09,clear-night,Clear
523,523,2019-10-22 19:00:00,0.0,28.55,29,0,9.54,317,2.19,3.2,1008.65,0,276.8,0.0,0.0,16.09,clear-night,Clear
524,524,2019-10-22 20:00:00,0.0,26.33,26,0,11.03,316,1.61,3.03,1009.65,0,276.9,0.0,0.0,16.09,clear-night,Clear
525,525,2019-10-22 21:00:00,0.0,24.89,25,0,10.93,322,1.31,2.97,1009.72,0,276.6,0.0,0.0,16.09,clear-night,Clear
526,526,2019-10-22 22:00:00,0.0,23.99,24,0,10.95,333,1.24,3.08,1009.65,0,275.8,0.0,0.0,16.09,clear-night,Clear
527,527,2019-10-22 23:00:00,0.0,23.2,23,0,11.16,346,1.15,2.89,1009.65,0,274.6,0.0,0.0,16.09,clear-night,Clear
528,528,2019-10-23 00:00:00,0.0,22.38,22,1,11.41,11,1.05,2.57,1009.94,0,274.2,0.0,0.0,16.09,clear-night,Clear
529,529,2019-10-23 01:00:00,0.0,21.44,21,1,11.4,63,1.05,2.47,1009.81,0,275.1,0.0,0.0,16.09,clear-night,Clear
530,530,2019-10-23 02:00:00,0.0,20.43,20,1,11.32,104,1.07,2.33,1009.58,0,276.1,0.0,0.0,16.09,clear-night,Clear
531,531,2019-10-23 03:00:00,0.0,19.29,19,1,11.24,127,1.1,2.16,1009.43,0,276.6,0.0,0.0,16.09,clear-night,Clear
532,532,2019-10-23 04:00:00,0.0,18.41,18,1,11.24,139,1.14,1.96,1009.3,0,276.7,0.0,0.0,16.09,clear-night,Clear
533,533,2019-10-23 05:00:00,0.0,18.3,18,1,11.25,146,1.15,1.72,1009.31,0,276.8,0.0,0.0,16.09,clear-night,Clear
534,534,2019-10-23 06:00:00,0.0,19.25,19,1,11.28,165,1.58,1.79,1009.79,0,276.6,0.0,0.0,16.09,clear-night,Clear
535,535,2019-10-23 07:00:00,0.0,20.39,20,1,11.25,194,1.86,1.86,1010.42,0,276.5,0.0,0.0,16.09,clear-day,Clear
536,536,2019-10-23 08:00:00,0.0,21.79,22,1,11.07,199,1.61,1.61,1010.43,1,276.5,0.0,0.0,16.09,clear-day,Clear
537,537,2019-10-23 09:00:00,0.0,24.14,24,0,10.64,156,1.49,1.49,1010.53,2,276.8,0.0,0.0,16.09,clear-day,Clear
538,538,2019-10-23 10:00:00,0.0,27.28,27,0,9.79,83,1.43,1.67,1010.47,4,277.2,0.0,0.0,16.09,clear-day,Clear
539,539,2019-10-23 11:00:00,0.0,30.16,30,0,8.69,349,1.47,2.05,1010.28,6,277.9,0.0,0.0,16.09,clear-day,Clear
540,540,2019-10-23 12:00:00,0.0,32.09,32,0,7.07,279,1.72,2.37,1009.61,7,278.4,0.0,0.0,16.09,clear-day,Clear
541,541,2019-10-23 13:00:00,0.0,33.3,33,0,4.79,304,2.19,2.69,1008.28,7,278.5,0.0,0.0,16.09,clear-day,Clear
542,542,2019-10-23 14:00:00,0.0,33.22,33,0,3.13,329,2.58,2.91,1006.96,5,278.4,0.0,0.0,16.09,clear-day,Clear
543,543,2019-10-23 15:00:00,0.0,32.8,33,0,2.95,318,2.58,2.83,1006.19,3,277.9,0.0,0.0,16.09,clear-day,Clear
544,544,2019-10-23 16:00:00,0.0,32.74,33,0,3.81,312,2.23,2.45,1005.92,1,276.8,0.0,0.0,16.09,clear-day,Clear
545,545,2019-10-23 17:00:00,0.0,31.84,32,0,4.67,313,1.67,1.79,1006.4,0,275.2,0.0,0.0,16.09,clear-day,Clear
546,546,2019-10-23 18:00:00,0.0,30.41,30,0,7.05,348,1.46,1.47,1007.11,0,274.4,0.0,0.0,16.09,clear-night,Clear
547,547,2019-10-23 19:00:00,0.0,28.59,29,0,9.26,11,1.52,1.53,1007.64,0,274.9,0.0,0.0,16.09,clear-night,Clear
548,548,2019-10-23 20:00:00,0.0,26.6,27,0,9.21,27,1.44,1.56,1008.21,0,275.5,0.0,0.0,16.09,clear-night,Clear
549,549,2019-10-23 21:00:00,0.0,25.16,25,0,9.23,54,1.48,1.69,1008.71,0,275.5,0.0,0.0,16.09,clear-night,Clear
550,550,2019-10-23 22:00:00,0.0,24.42,24,0,9.22,88,1.62,1.92,1009.06,0,275.1,0.0,0.0,16.09,clear-night,Clear
551,551,2019-10-23 23:00:00,0.0,23.79,24,0,8.84,105,1.8,2.28,1009.37,0,274.3,0.0,0.0,16.09,clear-night,Clear
552,552,2019-10-24 00:00:00,0.0,23.24,23,0,8.51,111,2.03,2.68,1009.79,0,273.9,0.0,0.0,16.09,clear-night,Clear
553,553,2019-10-24 01:00:00,0.0,22.61,23,0,8.69,117,2.31,3.14,1010.0,0,274.1,0.0,0.0,16.09,clear-night,Clear
554,554,2019-10-24 02:00:00,0.0,21.88,22,0,8.95,119,2.56,3.56,1009.84,0,274.6,0.0,0.0,16.09,clear-night,Clear
555,555,2019-10-24 03:00:00,0.0,20.97,21,0,9.29,119,2.67,3.83,1009.79,0,275.1,0.0,0.0,16.09,clear-night,Clear
556,556,2019-10-24 04:00:00,0.0,19.98,20,1,9.78,115,2.64,3.95,1009.71,0,275.7,0.0,0.0,16.09,clear-night,Clear
557,557,2019-10-24 05:00:00,0.0,19.97,20,1,10.42,114,2.64,3.94,1009.45,0,276.2,0.0,0.0,16.09,clear-night,Clear
558,558,2019-10-24 06:00:00,0.0,20.73,21,1,11.11,117,2.7,3.96,1009.5,0,276.5,0.0,0.0,16.09,clear-night,Clear
559,559,2019-10-24 07:00:00,0.0,21.16,21,1,11.83,120,2.72,4.08,1010.72,0,276.9,0.0,0.0,16.09,clear-day,Clear
560,560,2019-10-24 08:00:00,0.0,22.4,22,1,12.4,124,2.73,4.08,1011.95,1,277.1,0.0,0.0,16.09,clear-day,Clear
561,561,2019-10-24 09:00:00,0.0,24.55,25,0,12.06,128,2.64,3.68,1012.19,2,276.8,0.0,0.0,16.09,clear-day,Clear
562,562,2019-10-24 10:00:00,0.0,27.67,28,0,10.59,133,2.47,2.89,1011.77,4,276.2,0.0,0.0,16.09,clear-day,Clear
563,563,2019-10-24 11:00:00,0.0,30.51,31,0,8.78,133,2.28,2.31,1011.11,6,275.2,0.0,0.0,16.09,clear-day,Clear
564,564,2019-10-24 12:00:00,0.0,32.36,32,0,7.03,111,2.17,2.17,1010.51,7,276.6,0.0,0.0,16.09,clear-day,Clear
565,565,2019-10-24 13:00:00,0.0,33.42,33,0,5.42,69,1.99,2.07,1009.55,6,278.1,0.0,0.0,16.09,clear-day,Clear
566,566,2019-10-24 14:00:00,0.0,33.56,34,0,4.51,23,1.79,1.99,1008.38,5,277.6,0.0,0.0,16.09,clear-day,Clear
567,567,2019-10-24 15:00:00,0.0,33.24,33,0,4.55,3,1.75,1.89,1007.65,3,277.3,0.0,0.0,16.09,clear-day,Clear
568,568,2019-10-24 16:00:00,0.0,33.22,33,0,5.4,10,1.89,1.91,1007.34,1,276.7,0.0,0.0,16.09,clear-day,Clear
569,569,2019-10-24 17:00:00,0.0,32.51,33,0,5.98,35,2.25,2.25,1007.71,0,276.0,0.0,0.0,16.09,clear-day,Clear
570,570,2019-10-24 18:00:00,0.0,30.73,31,0,9.47,51,2.43,2.98,1008.7,0,275.9,0.0,0.0,16.09,clear-night,Clear
571,571,2019-10-24 19:00:00,0.0,28.5,29,0,13.14,56,2.49,4.61,1009.77,0,276.9,0.0,0.0,16.09,clear-night,Clear
572,572,2019-10-24 20:00:00,0.0,26.93,27,0,13.21,67,2.67,6.22,1010.46,0,278.0,0.0,0.0,16.09,clear-night,Clear
573,573,2019-10-24 21:00:00,0.0,25.52,26,0,13.53,75,2.66,6.69,1011.05,0,278.1,0.0,0.0,16.09,clear-night,Clear
574,574,2019-10-24 22:00:00,0.0,24.5,25,1,13.88,83,2.47,6.07,1011.35,0,277.4,0.0,0.0,16.09,clear-night,Clear
575,575,2019-10-24 23:00:00,0.0,23.73,24,1,14.22,90,2.27,5.2,1011.44,0,276.6,0.0,0.0,16.09,clear-night,Clear
576,576,2019-10-25 00:00:00,0.0,23.03,23,1,14.14,93,2.11,4.35,1011.43,0,275.8,0.0,0.0,16.09,clear-night,Clear
577,577,2019-10-25 01:00:00,0.0,22.3,22,1,13.98,93,2.08,3.92,1011.01,0,275.6,0.0,0.0,16.09,clear-night,Clear
578,578,2019-10-25 02:00:00,0.0,21.5,22,1,13.91,96,2.17,3.95,1010.51,0,275.9,0.0,0.0,16.09,clear-night,Clear
579,579,2019-10-25 03:00:00,0.0,20.63,21,1,13.8,100,2.2,3.87,1010.6,0,276.2,0.0,0.0,16.09,clear-night,Clear
580,580,2019-10-25 04:00:00,0.0,19.72,20,1,13.7,106,2.18,3.7,1010.74,0,276.5,0.0,0.0,16.09,clear-night,Clear
581,581,2019-10-25 05:00:00,0.0,19.58,20,1,13.65,110,2.16,3.62,1010.9,0,277.1,0.0,0.0,16.09,clear-night,Clear
582,582,2019-10-25 06:00:00,0.0,20.47,20,1,14.23,124,2.48,3.7,1011.33,0,276.3,0.0,0.0,16.09,clear-night,Clear
583,583,2019-10-25 07:00:00,0.0,21.24,21,1,14.68,129,2.87,3.96,1011.92,0,276.2,0.0,0.0,16.09,clear-day,Clear
584,584,2019-10-25 08:00:00,0.0,22.39,22,1,14.85,123,3.0,4.19,1012.39,1,277.7,0.0,0.0,16.09,clear-day,Clear
585,585,2019-10-25 09:00:00,0.0,24.38,24,1,14.75,123,3.05,3.99,1012.92,2,278.4,0.0,0.0,16.09,clear-day,Clear
586,586,2019-10-25 10:00:00,0.0,27.39,27,0,14.65,130,2.99,3.34,1013.06,4,278.6,0.0,0.0,16.09,clear-day,Clear
587,587,2019-10-25 11:00:00,0.0,29.85,30,0,14.35,134,2.88,2.88,1012.9,6,278.4,0.01,0.01,16.09,clear-day,Clear
588,588,2019-10-25 12:00:00,0.0,31.56,32,0,13.39,118,2.7,2.7,1012.35,7,280.0,0.01,0.01,16.09,clear-day,Clear
589,589,2019-10-25 13:00:00,0.0,32.54,33,0,11.54,84,2.46,2.46,1011.42,6,281.8,0.01,0.01,16.09,clear-day,Clear
590,590,2019-10-25 14:00:00,0.0,32.6,33,0,9.62,53,2.26,2.26,1010.44,5,281.7,0.0,0.0,16.09,clear-day,Clear
591,591,2019-10-25 15:00:00,0.0,32.33,32,0,8.56,36,2.19,2.24,1009.78,3,281.1,0.0,0.0,16.09,clear-day,Clear
592,592,2019-10-25 16:00:00,0.0,32.47,32,0,8.24,32,2.21,2.42,1009.32,1,279.8,0.0,0.0,16.09,clear-day,Clear
593,593,2019-10-25 17:00:00,0.0,31.8,32,0,8.53,37,2.36,2.99,1009.09,0,279.3,0.0,0.0,16.09,clear-day,Clear
594,594,2019-10-25 18:00:00,0.0,29.98,30,0,11.33,50,2.24,3.6,1009.61,0,279.5,0.0,0.0,16.09,clear-night,Clear
595,595,2019-10-25 19:00:00,0.0,27.62,28,0,13.99,69,2.06,3.99,1010.81,0,279.7,0.0,0.0,16.09,clear-night,Clear
596,596,2019-10-25 20:00:00,0.0,25.77,26,0,14.05,82,2.16,4.35,1011.7,0,280.0,0.0,0.0,16.09,clear-night,Clear
597,597,2019-10-25 21:00:00,0.0,24.32,24,1,14.47,94,2.21,4.65,1012.2,0,279.9,0.0,0.0,16.09,clear-night,Clear
598,598,2019-10-25 22:00:00,0.0,23.44,23,1,15.02,104,2.22,4.93,1012.39,0,279.5,0.0,0.0,16.09,clear-night,Clear
599,599,2019-10-25 23:00:00,0.0,22.8,23,1,15.45,112,2.2,5.09,1012.36,0,278.9,0.0,0.0,16.09,clear-night,Clear
600,600,2019-10-26 00:00:00,0.0,22.22,22,1,15.38,118,2.05,4.45,1012.4,0,277.5,0.0,0.0,16.09,clear-night,Clear
601,601,2019-10-26 01:00:00,0.0,21.64,22,1,15.31,120,1.78,3.53,1012.41,0,276.1,0.0,0.0,16.09,clear-night,Clear
602,602,2019-10-26 02:00:00,0.0,20.96,21,1,15.18,119,1.54,3.08,1012.48,0,275.7,0.0,0.0,16.09,clear-night,Clear
603,603,2019-10-26 03:00:00,0.0,20.13,20,1,14.82,117,1.43,2.84,1012.47,0,275.0,0.0,0.0,16.09,clear-night,Clear
604,604,2019-10-26 04:00:00,0.0,19.19,19,1,14.33,112,1.45,2.84,1012.53,0,274.2,0.0,0.0,16.09,clear-night,Clear
605,605,2019-10-26 05:00:00,0.0,19.01,19,1,14.0,106,1.45,2.9,1012.8,0,273.6,0.0,0.0,16.09,clear-night,Clear
606,606,2019-10-26 06:00:00,0.0,20.23,20,1,14.42,120,1.98,2.98,1013.27,0,272.8,0.0,0.0,16.09,clear-night,Clear
607,607,2019-10-26 07:00:00,0.0,21.28,21,1,14.86,136,2.45,3.0,1014.05,0,272.4,0.0,0.0,16.09,clear-day,Clear
608,608,2019-10-26 08:00:00,0.0,22.22,22,1,14.98,146,2.28,2.9,1014.77,1,272.7,0.0,0.0,16.09,clear-day,Clear
609,609,2019-10-26 09:00:00,0.0,24.11,24,1,14.78,147,1.91,2.57,1015.07,2,272.3,0.0,0.0,16.09,clear-day,Clear
610,610,2019-10-26 10:00:00,0.0,27.07,27,0,14.69,139,1.24,1.99,1015.02,4,271.1,0.0,0.0,16.09,clear-day,Clear
611,611,2019-10-26 11:00:00,0.0,29.28,29,0,14.26,124,0.69,1.45,1014.85,6,271.9,0.0,0.0,16.09,clear-day,Clear
612,612,2019-10-26 12:00:00,0.0,30.99,31,0,13.24,97,0.79,1.49,1014.4,7,273.0,0.0,0.0,16.09,clear-day,Clear
613,613,2019-10-26 13:00:00,0.0,31.98,32,0,11.83,61,1.55,2.2,1013.16,6,272.4,0.0,0.0,16.09,clear-day,Clear
614,614,2019-10-26 14:00:00,0.0,32.04,32,0,10.5,30,2.38,2.97,1012.04,5,271.9,0.0,0.0,16.09,clear-day,Clear
615,615,2019-10-26 15:00:00,0.0,31.79,32,0,9.8,16,2.75,3.28,1011.35,3,271.6,0.0,0.0,16.09,clear-day,Clear
616,616,2019-10-26 16:00:00,0.0,31.95,32,0,9.66,19,2.72,3.17,1010.78,1,271.6,0.0,0.0,16.09,clear-day,Clear
617,617,2019-10-26 17:00:00,0.0,31.18,31,0,10.32,29,2.46,2.7,1010.99,0,271.1,0.0,0.0,16.09,clear-day,Clear
618,618,2019-10-26 18:00:00,0.0,29.68,30,0,10.98,34,2.21,2.53,1011.43,0,270.8,0.0,0.0,16.09,clear-night,Clear
619,619,2019-10-26 19:00:00,0.0,27.76,28,0,11.29,35,2.06,3.06,1011.87,0,271.3,0.0,0.0,16.09,clear-night,Clear
620,620,2019-10-26 20:00:00,0.0,25.7,26,0,12.62,40,1.97,3.58,1012.8,0,271.6,0.0,0.0,16.09,clear-night,Clear
621,621,2019-10-26 21:00:00,0.0,24.12,24,1,13.78,47,1.89,3.79,1013.52,0,271.7,0.0,0.0,16.09,clear-night,Clear
622,622,2019-10-26 22:00:00,0.0,23.33,23,1,13.75,52,1.73,3.7,1013.75,0,271.3,0.0,0.0,16.09,clear-night,Clear
623,623,2019-10-26 23:00:00,0.0,22.71,23,1,13.93,57,1.58,3.51,1013.9,0,270.8,0.0,0.0,16.09,clear-night,Clear
624,624,2019-10-27 00:00:00,0.0,22.01,22,1,14.02,64,1.26,2.79,1014.04,0,269.6,0.0,0.0,16.09,clear-night,Clear
625,625,2019-10-27 01:00:00,0.0,21.23,21,1,14.08,70,0.94,2.04,1013.38,0,268.3,0.0,0.0,16.09,clear-night,Clear
626,626,2019-10-27 02:00:00,0.0,20.35,20,1,14.04,77,0.8,1.77,1012.71,0,268.0,0.0,0.0,16.09,clear-night,Clear
627,627,2019-10-27 03:00:00,0.0,19.37,19,1,13.81,103,0.72,1.48,1012.64,0,267.9,0.0,0.0,16.09,clear-night,Clear
628,628,2019-10-27 04:00:00,0.0,18.49,18,1,13.53,146,0.68,1.19,1012.64,0,267.8,0.0,0.0,16.09,clear-night,Clear
629,629,2019-10-27 05:00:00,0.0,18.4,18,1,13.42,185,0.71,1.06,1012.68,0,267.7,0.0,0.0,16.09,clear-night,Clear
630,630,2019-10-27 06:00:00,0.0,19.0,19,1,13.36,277,0.91,1.05,1013.54,0,267.4,0.0,0.0,16.09,clear-night,Clear
631,631,2019-10-27 07:00:00,0.0,19.5,20,1,13.43,283,1.05,1.05,1014.61,0,267.1,0.0,0.0,16.09,clear-day,Clear
632,632,2019-10-27 08:00:00,0.0,20.73,21,1,13.73,246,1.1,1.17,1015.05,1,266.9,0.0,0.0,16.09,clear-day,Clear
633,633,2019-10-27 09:00:00,0.0,22.99,23,1,13.59,195,1.43,1.56,1015.18,2,266.7,0.0,0.0,16.09,clear-day,Clear
634,634,2019-10-27 10:00:00,0.0,26.26,26,0,13.2,76,2.04,2.13,1015.08,4,266.3,0.0,0.0,16.09,clear-day,Clear
635,635,2019-10-27 11:00:00,0.0,29.19,29,0,12.21,339,2.64,2.82,1014.86,6,266.7,0.0,0.0,16.09,clear-day,Clear
636,636,2019-10-27 12:00:00,0.0,31.09,31,0,10.78,289,3.08,3.34,1014.17,7,267.3,0.0,0.0,16.09,clear-day,Clear
637,637,2019-10-27 13:00:00,0.0,32.24,32,0,9.15,297,3.4,3.62,1012.9,6,267.1,0.0,0.0,16.09,clear-day,Clear
638,638,2019-10-27 14:00:00,0.0,32.4,32,0,7.83,323,3.57,3.76,1011.51,5,266.9,0.0,0.0,16.09,clear-day,Clear
639,639,2019-10-27 15:00:00,0.0,32.06,32,0,7.23,337,3.44,3.7,1010.58,3,266.5,0.0,0.0,16.09,clear-day,Clear
640,640,2019-10-27 16:00:00,0.0,32.01,32,0,7.26,343,3.01,3.43,1010.33,1,266.1,0.0,0.0,16.09,clear-day,Clear
641,641,2019-10-27 17:00:00,0.0,31.08,31,0,7.67,348,2.5,3.14,1010.47,0,265.4,0.0,0.0,16.09,clear-day,Clear
642,642,2019-10-27 18:00:00,0.0,29.41,29,0,10.03,348,2.11,2.96,1011.02,0,264.9,0.0,0.0,16.09,clear-night,Clear
643,643,2019-10-27 19:00:00,0.0,27.23,27,0,12.2,345,1.74,2.85,1011.7,0,264.9,0.0,0.0,16.09,clear-night,Clear
644,644,2019-10-27 20:00:00,0.0,25.23,25,0,12.06,353,1.39,2.73,1012.28,0,264.9,0.0,0.0,16.09,clear-night,Clear
645,645,2019-10-27 21:00:00,0.0,23.75,24,0,12.19,29,1.15,2.55,1012.67,0,264.6,0.0,0.0,16.09,clear-night,Clear
646,646,2019-10-27 22:00:00,0.0,22.86,23,1,12.5,92,1.03,2.33,1012.79,0,264.3,0.0,0.0,16.09,clear-night,Clear
647,647,2019-10-27 23:00:00,0.0,22.21,22,1,12.67,146,0.91,2.01,1012.85,0,262.8,0.0,0.0,16.09,clear-night,Clear
